신라약국,운영,"대구광역시 북구 칠곡중앙대로 205, 1층 (태전동)",,35.91445545,128.5481893,0900~1800,0900~1800,0900~1800,0900~1800,0900~1800,0900~1300,,,,053-311-6767,2021-07-19
신세계약국,운영,대구광역시 북구 구암로 135,대구광역시 북구 동천동 878번지(1층일부),35.93205345,128.5556765,0800~1900,0800~1900,0800~1900,0800~1900,0800~1900,0800~1600,,,,053-321-3720,2021-07-19
신종합약국,운영,대구광역시 북구 영송로 85,"대구광역시 북구 태전동 936-1번지(한신상가 205,206호)",35.93271821,128.5435412,0900~1830,0900~1830,0900~1830,0900~1830,0900~1830,0900~1300,,0900~1300,,053-321-5513,2021-07-19
아이맘약국,운영,"대구광역시 북구 팔거천동로 217, 1층 (동천동)",,35.9434296,128.5578015,0900~2000,0900~2000,0900~2000,0900~2000,0900~2000,0900~1800,0900~1700,0900~1700,"1,2,3,4,5",053-313-3328,2021-07-19
안지약국,운영,"대구광역시 북구 침산남로 176, 1층 (침산동)",,35.88736737,128.5946991,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1300,,,,053-357-0110,2021-07-19
약손약국,운영,"대구광역시 북구 학정로 38, 1층 (태전동)","대구광역시 북구 태전동 1107 , 1층(태전동)",35.91325041,128.5468764,0830~1930,0830~1930,0830~1930,0830~1930,0830~1930,0830~1500,,,,053-951-8488,2021-07-19
에이플러스약국,운영,"대구광역시 북구 학정로 427, 2층 (동천동)",,35.94237077,128.563086,0900~1900,0900~2100,0900~1900,0900~2100,0900~1900,0900~1400,,,,053-312-4934,2021-07-19
연경동산약국,운영,"대구광역시 북구 연경지묘로 2, 1층 109호 (연경동)",,35.94219797,128.6153275,0900~1930,0900~1930,0900~1930,0900~1930,0900~1930,0900~1430,,,,053-982-3888,2021-07-19
연경약국,운영,"대구광역시 북구 동화천로 241, 105호 (연경동)",,35.94264884,128.617379,0900~1930,0900~1930,0900~1930,0900~1930,0900~1930,0900~1930,0900~1300,,"1,2,3,4,5",053-982-1236,2021-07-19
연경홍약국,운영,"대구광역시 북구 연경지묘로 6, 106호 (연경동)",,35.94248626,128.6151186,0900~1930,0900~1930,0900~1930,0900~1930,0900~1930,0900~1500,,,,053-983-1199,2021-07-19
연약국,운영,"대구광역시 북구 호국로 215, 대성골든프라자2차 202호 (서변동)",,35.92085908,128.5988176,0900~1830,0900~1830,0900~1830,0900~1830,0900~1830,0900~1400,,,,053-956-0967,2021-07-19
연합약국,운영,대구광역시 북구 동북로 170 (산격동),,35.89902047,128.6110145,0830~2000,0830~2000,0830~2100,0830~2000,0830~2000,0830~1700,0830~2000,,2,053-954-7857,2021-07-19
열린약국,운영,"대구광역시 북구 동북로 345, 401동 107호 (복현동, 복현푸르지오아파트)",,35.8926389,128.6273508,0900~1730,0900~1730,0900~1730,0900~1730,0900~1730,0900~1300,,,,053-942-0852,2021-07-19
영일약국,운영,"대구광역시 북구 칠곡중앙대로 24, (팔달동)",대구광역시 북구 팔달동 131-1,35.89835239,128.5487017,0900~2000,0900~2000,0900~2000,0900~2000,0900~2000,0900~1900,,,,053-314-0593,2021-07-19
오케이한샘약국,운영,대구광역시 북구 칠곡중앙대로 435,대구광역시 북구 관음동 1378번지,35.93324717,128.5480944,0900~1900,0900~1900,0900~1900,0900~1900,0900~1900,0900~1600,,,,053-356-8275,2021-07-19
온누리낙원약국,운영,대구광역시 북구 칠곡중앙대로 497,대구광역시 북구 관음동 1383-5,35.94002139,128.5496714,0830~1900,0830~1900,0830~1900,0830~1900,0830~1900,0830~1500,,,,053-326-1249,2021-07-19
온누리옥산약국,운영,대구광역시 북구 호암로 30,대구광역시 북구 칠성2가 378-26번지(1층일부),35.8823269,128.5937835,0900~1830,0900~1830,0900~1300,0900~1830,0900~1830,0900~1300,,,,053-341-7001,2021-07-19
